id,userId,organizationId,operatingUnitId,action,entityType,entityId,details,ipAddress,userAgent,createdAt
450956,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":2,""moduleId"":""finance"",""deletedCount"":0}",,,2026-02-07 17:28:48
450957,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""cases"",""screenId"":""cases_list"",""deletedCount"":0}",,,2026-02-07 17:28:48
450958,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""surveys"",""screenId"":""survey_builder"",""action"":""edit"",""deletedCount"":1}",,,2026-02-07 17:28:48
450959,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""nonexistent_module"",""deletedCount"":0}",,,2026-02-07 17:28:48
450960,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""grants"",""action"":""export"",""type"":""grant""}",,,2026-02-07 17:28:48
450961,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant""}",,,2026-02-07 17:28:48
450962,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""create"",""type"":""grant""}",,,2026-02-07 17:28:48
450963,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""edit"",""type"":""grant""}",,,2026-02-07 17:28:48
450964,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""delete"",""type"":""grant""}",,,2026-02-07 17:28:48
450965,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""export"",""type"":""grant""}",,,2026-02-07 17:28:48
450966,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""approve"",""type"":""grant""}",,,2026-02-07 17:28:48
450967,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""submit"",""type"":""grant""}",,,2026-02-07 17:28:48
450968,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""hr"",""action"":""view"",""type"":""grant""}",,,2026-02-07 17:28:48
450969,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""hr"",""action"":""edit"",""type"":""revoke""}",,,2026-02-07 17:28:48
450970,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""screenId"":""case_management"",""action"":""view"",""type"":""grant""}",,,2026-02-07 17:28:48
450971,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""logistics"",""action"":""create"",""type"":""grant""}",,,2026-02-07 17:28:48
450972,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""finance"",""action"":""approve"",""type"":""grant""}",,,2026-02-07 17:28:48
450973,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""meal"",""action"":""view"",""type"":""grant""}",,,2026-02-07 17:28:48
450974,1080332,30001,,rbac.bulk.role.assign,bulk_operation,,"{""roleId"":1,""roleName"":""Organization Admin"",""userCount"":1,""successCount"":1,""errorCount"":0}",,,2026-02-07 17:28:49
450975,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:28:49
450976,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""projects"",""action"":""view"",""deletedCount"":2}",,,2026-02-07 17:28:49
450980,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""cases"",""screenId"":""cases_list"",""action"":""view"",""type"":""grant""}",,,2026-02-07 17:29:19
450981,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""finance"",""action"":""export"",""type"":""revoke""}",,,2026-02-07 17:29:19
450982,1080332,30001,,rbac.bulk.role.assign,bulk_operation,,"{""roleId"":1,""roleName"":""Organization Admin"",""userCount"":1,""successCount"":1,""errorCount"":0}",,,2026-02-07 17:29:19
450984,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""surveys"",""screenId"":""survey_builder"",""action"":""edit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:29:19
450985,1080332,30001,,rbac.override.deactivate,user_override,1261017,"{""overrideId"":560,""moduleId"":""finance""}",,,2026-02-07 17:29:19
450988,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:29:19
450990,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""create"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:29:19
450991,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""edit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:29:19
450992,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""delete"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:29:19
450993,1080332,30001,,rbac.override.delete,user_override,1261017,"{""overrideId"":559,""moduleId"":""cases""}",,,2026-02-07 17:29:19
450994,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""export"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:29:19
450995,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""approve"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:29:19
450996,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""submit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:29:19
450997,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":2,""moduleId"":""finance"",""deletedCount"":0}",,,2026-02-07 17:29:20
450998,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""cases"",""screenId"":""cases_list"",""deletedCount"":0}",,,2026-02-07 17:29:20
450999,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""surveys"",""screenId"":""survey_builder"",""action"":""edit"",""deletedCount"":1}",,,2026-02-07 17:29:20
451000,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""nonexistent_module"",""deletedCount"":0}",,,2026-02-07 17:29:20
451001,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""grants"",""action"":""export"",""type"":""grant""}",,,2026-02-07 17:29:20
451002,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant""}",,,2026-02-07 17:29:20
451003,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""create"",""type"":""grant""}",,,2026-02-07 17:29:20
451004,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""edit"",""type"":""grant""}",,,2026-02-07 17:29:20
451005,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""delete"",""type"":""grant""}",,,2026-02-07 17:29:20
451006,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""export"",""type"":""grant""}",,,2026-02-07 17:29:20
451007,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""approve"",""type"":""grant""}",,,2026-02-07 17:29:20
451008,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""submit"",""type"":""grant""}",,,2026-02-07 17:29:20
451009,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""hr"",""action"":""view"",""type"":""grant""}",,,2026-02-07 17:29:20
451010,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""hr"",""action"":""edit"",""type"":""revoke""}",,,2026-02-07 17:29:20
451011,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""screenId"":""case_management"",""action"":""view"",""type"":""grant""}",,,2026-02-07 17:29:20
451012,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""logistics"",""action"":""create"",""type"":""grant""}",,,2026-02-07 17:29:20
451013,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""finance"",""action"":""approve"",""type"":""grant""}",,,2026-02-07 17:29:20
451014,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""meal"",""action"":""view"",""type"":""grant""}",,,2026-02-07 17:29:20
451015,1080332,30001,,rbac.bulk.role.assign,bulk_operation,,"{""roleId"":1,""roleName"":""Organization Admin"",""userCount"":1,""successCount"":1,""errorCount"":0}",,,2026-02-07 17:29:21
451016,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:29:21
451017,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""projects"",""action"":""view"",""deletedCount"":2}",,,2026-02-07 17:29:21
451021,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""cases"",""screenId"":""cases_list"",""action"":""view"",""type"":""grant""}",,,2026-02-07 17:29:51
451022,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""finance"",""action"":""export"",""type"":""revoke""}",,,2026-02-07 17:29:51
451023,1080332,30001,,rbac.bulk.role.assign,bulk_operation,,"{""roleId"":1,""roleName"":""Organization Admin"",""userCount"":1,""successCount"":1,""errorCount"":0}",,,2026-02-07 17:29:51
451024,1080332,30001,,rbac.override.deactivate,user_override,1261017,"{""overrideId"":585,""moduleId"":""finance""}",,,2026-02-07 17:29:51
451025,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""surveys"",""screenId"":""survey_builder"",""action"":""edit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:29:51
451026,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:29:51
451027,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""create"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:29:51
451029,1080332,30001,,rbac.override.delete,user_override,1261017,"{""overrideId"":584,""moduleId"":""cases""}",,,2026-02-07 17:29:51
451030,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""edit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:29:52
451031,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""delete"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:29:52
451035,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""export"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:29:52
451036,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""approve"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:29:52
451037,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""submit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:29:52
451038,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":2,""moduleId"":""finance"",""deletedCount"":0}",,,2026-02-07 17:29:52
451039,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""cases"",""screenId"":""cases_list"",""deletedCount"":0}",,,2026-02-07 17:29:52
451040,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""surveys"",""screenId"":""survey_builder"",""action"":""edit"",""deletedCount"":1}",,,2026-02-07 17:29:52
451041,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""grants"",""action"":""export"",""type"":""grant""}",,,2026-02-07 17:29:52
451042,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""nonexistent_module"",""deletedCount"":0}",,,2026-02-07 17:29:52
451043,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant""}",,,2026-02-07 17:29:52
451044,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""create"",""type"":""grant""}",,,2026-02-07 17:29:52
451045,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""edit"",""type"":""grant""}",,,2026-02-07 17:29:52
451046,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""delete"",""type"":""grant""}",,,2026-02-07 17:29:52
451047,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""export"",""type"":""grant""}",,,2026-02-07 17:29:52
451048,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""approve"",""type"":""grant""}",,,2026-02-07 17:29:52
451049,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""submit"",""type"":""grant""}",,,2026-02-07 17:29:52
451050,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""hr"",""action"":""view"",""type"":""grant""}",,,2026-02-07 17:29:52
451051,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""hr"",""action"":""edit"",""type"":""revoke""}",,,2026-02-07 17:29:52
451052,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""screenId"":""case_management"",""action"":""view"",""type"":""grant""}",,,2026-02-07 17:29:52
451053,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""logistics"",""action"":""create"",""type"":""grant""}",,,2026-02-07 17:29:52
451054,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""finance"",""action"":""approve"",""type"":""grant""}",,,2026-02-07 17:29:52
451055,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""meal"",""action"":""view"",""type"":""grant""}",,,2026-02-07 17:29:52
451056,1080332,30001,,rbac.bulk.role.assign,bulk_operation,,"{""roleId"":1,""roleName"":""Organization Admin"",""userCount"":1,""successCount"":1,""errorCount"":0}",,,2026-02-07 17:29:53
451057,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:29:53
451058,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""projects"",""action"":""view"",""deletedCount"":2}",,,2026-02-07 17:29:53
451062,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""cases"",""screenId"":""cases_list"",""action"":""view"",""type"":""grant""}",,,2026-02-07 17:41:56
451063,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""finance"",""action"":""export"",""type"":""revoke""}",,,2026-02-07 17:41:57
451064,1080332,30001,,rbac.bulk.role.assign,bulk_operation,,"{""roleId"":1,""roleName"":""Organization Admin"",""userCount"":1,""successCount"":1,""errorCount"":0}",,,2026-02-07 17:41:57
451065,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""surveys"",""screenId"":""survey_builder"",""action"":""edit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:41:57
451066,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:41:57
451067,1080332,30001,,rbac.override.deactivate,user_override,1261017,"{""overrideId"":610,""moduleId"":""finance""}",,,2026-02-07 17:41:57
451068,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""create"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:41:57
451070,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""edit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:41:57
451071,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""delete"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:41:57
451072,1080332,30001,,rbac.override.delete,user_override,1261017,"{""overrideId"":609,""moduleId"":""cases""}",,,2026-02-07 17:41:57
451074,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""export"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:41:57
451077,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""approve"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:41:57
451078,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""submit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:41:57
451079,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":2,""moduleId"":""finance"",""deletedCount"":0}",,,2026-02-07 17:41:57
451080,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""cases"",""screenId"":""cases_list"",""deletedCount"":0}",,,2026-02-07 17:41:57
451081,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""surveys"",""screenId"":""survey_builder"",""action"":""edit"",""deletedCount"":1}",,,2026-02-07 17:41:57
451082,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""nonexistent_module"",""deletedCount"":0}",,,2026-02-07 17:41:57
451083,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""grants"",""action"":""export"",""type"":""grant""}",,,2026-02-07 17:41:57
451084,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant""}",,,2026-02-07 17:41:57
451085,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""create"",""type"":""grant""}",,,2026-02-07 17:41:57
451086,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""edit"",""type"":""grant""}",,,2026-02-07 17:41:57
451087,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""delete"",""type"":""grant""}",,,2026-02-07 17:41:57
451088,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""export"",""type"":""grant""}",,,2026-02-07 17:41:57
451089,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""approve"",""type"":""grant""}",,,2026-02-07 17:41:57
451090,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""submit"",""type"":""grant""}",,,2026-02-07 17:41:57
451091,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""hr"",""action"":""view"",""type"":""grant""}",,,2026-02-07 17:41:57
451092,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""hr"",""action"":""edit"",""type"":""revoke""}",,,2026-02-07 17:41:57
451093,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""screenId"":""case_management"",""action"":""view"",""type"":""grant""}",,,2026-02-07 17:41:57
451094,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""logistics"",""action"":""create"",""type"":""grant""}",,,2026-02-07 17:41:57
451095,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""finance"",""action"":""approve"",""type"":""grant""}",,,2026-02-07 17:41:57
451096,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""meal"",""action"":""view"",""type"":""grant""}",,,2026-02-07 17:41:57
451097,1080332,30001,,rbac.bulk.role.assign,bulk_operation,,"{""roleId"":1,""roleName"":""Organization Admin"",""userCount"":1,""successCount"":1,""errorCount"":0}",,,2026-02-07 17:41:58
451098,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:41:58
451099,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""projects"",""action"":""view"",""deletedCount"":2}",,,2026-02-07 17:41:58
451103,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""cases"",""screenId"":""cases_list"",""action"":""view"",""type"":""grant""}",,,2026-02-07 17:42:24
451104,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""finance"",""action"":""export"",""type"":""revoke""}",,,2026-02-07 17:42:25
451105,1080332,30001,,rbac.bulk.role.assign,bulk_operation,,"{""roleId"":1,""roleName"":""Organization Admin"",""userCount"":1,""successCount"":1,""errorCount"":0}",,,2026-02-07 17:42:25
451106,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""surveys"",""screenId"":""survey_builder"",""action"":""edit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:42:25
451107,1080332,30001,,rbac.override.deactivate,user_override,1261017,"{""overrideId"":635,""moduleId"":""finance""}",,,2026-02-07 17:42:25
451108,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:42:25
451110,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""create"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:42:25
451112,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""edit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:42:25
451114,1080332,30001,,rbac.override.delete,user_override,1261017,"{""overrideId"":634,""moduleId"":""cases""}",,,2026-02-07 17:42:25
451116,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""delete"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:42:25
451117,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""export"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:42:25
451118,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""approve"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:42:25
451119,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""submit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:42:25
451120,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":2,""moduleId"":""finance"",""deletedCount"":0}",,,2026-02-07 17:42:25
451121,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""cases"",""screenId"":""cases_list"",""deletedCount"":0}",,,2026-02-07 17:42:25
451122,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""surveys"",""screenId"":""survey_builder"",""action"":""edit"",""deletedCount"":1}",,,2026-02-07 17:42:25
451123,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""nonexistent_module"",""deletedCount"":0}",,,2026-02-07 17:42:25
451124,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""grants"",""action"":""export"",""type"":""grant""}",,,2026-02-07 17:42:25
451125,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant""}",,,2026-02-07 17:42:25
451126,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""create"",""type"":""grant""}",,,2026-02-07 17:42:25
451127,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""edit"",""type"":""grant""}",,,2026-02-07 17:42:25
451128,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""delete"",""type"":""grant""}",,,2026-02-07 17:42:25
451129,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""export"",""type"":""grant""}",,,2026-02-07 17:42:25
451130,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""approve"",""type"":""grant""}",,,2026-02-07 17:42:25
451131,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""action"":""submit"",""type"":""grant""}",,,2026-02-07 17:42:25
451132,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""hr"",""action"":""view"",""type"":""grant""}",,,2026-02-07 17:42:25
451133,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""hr"",""action"":""edit"",""type"":""revoke""}",,,2026-02-07 17:42:25
451134,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""projects"",""screenId"":""case_management"",""action"":""view"",""type"":""grant""}",,,2026-02-07 17:42:25
451135,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""logistics"",""action"":""create"",""type"":""grant""}",,,2026-02-07 17:42:25
451136,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""finance"",""action"":""approve"",""type"":""grant""}",,,2026-02-07 17:42:25
451137,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""meal"",""action"":""view"",""type"":""grant""}",,,2026-02-07 17:42:25
451138,1080332,30001,,rbac.bulk.role.assign,bulk_operation,,"{""roleId"":1,""roleName"":""Organization Admin"",""userCount"":1,""successCount"":1,""errorCount"":0}",,,2026-02-07 17:42:26
451139,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:42:26
451140,1080332,30001,,rbac.bulk.override.remove,bulk_operation,,"{""userCount"":1,""moduleId"":""projects"",""action"":""view"",""deletedCount"":2}",,,2026-02-07 17:42:26
451144,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""cases"",""screenId"":""cases_list"",""action"":""view"",""type"":""grant""}",,,2026-02-07 17:42:54
451145,1080332,30001,,rbac.override.create,user_override,1261017,"{""moduleId"":""finance"",""action"":""export"",""type"":""revoke""}",,,2026-02-07 17:42:54
451146,1080332,30001,,rbac.bulk.role.assign,bulk_operation,,"{""roleId"":1,""roleName"":""Organization Admin"",""userCount"":1,""successCount"":1,""errorCount"":0}",,,2026-02-07 17:42:54
451147,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""surveys"",""screenId"":""survey_builder"",""action"":""edit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:42:54
451149,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""view"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:42:54
451150,1080332,30001,,rbac.override.deactivate,user_override,1261017,"{""overrideId"":660,""moduleId"":""finance""}",,,2026-02-07 17:42:54
451151,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""create"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:42:54
451153,1080332,30001,,rbac.bulk.override.create,bulk_operation,,"{""moduleId"":""projects"",""action"":""edit"",""type"":""grant"",""userCount"":1,""successCount"":1}",,,2026-02-07 17:42:54
451155,1080332,30001,,rbac.override.delete,user_override,1261017,"{""overrideId"":659,""moduleId"":""cases""}",,,2026-02-07 17:42:54
